날짜,종가,시가,고가,저가,거래량,변동 %
2005-03-24,"4,685.00","4,685.00","4,685.00","4,685.00",,0.00%
2005-03-23,"4,685.00","4,685.00","4,685.00","4,685.00",,0.13%
2005-03-22,"4,679.00","4,679.00","4,679.00","4,679.00",,0.30%
2005-03-21,"4,665.00","4,665.00","4,665.00","4,665.00",,0.86%
2005-03-18,"4,625.00","4,625.00","4,625.00","4,625.00",,1.09%
2005-03-17,"4,575.00","4,575.00","4,575.00","4,575.00",,-0.46%
2005-03-16,"4,596.00","4,596.00","4,596.00","4,596.00",,-1.90%
2005-03-15,"4,685.00","4,685.00","4,685.00","4,685.00",,-1.18%
2005-03-14,"4,741.00","4,741.00","4,741.00","4,741.00",,-0.57%
2005-03-11,"4,768.00","4,768.00","4,768.00","4,768.00",,-0.48%
2005-03-10,"4,791.00","4,791.00","4,791.00","4,791.00",,0.21%
2005-03-09,"4,781.00","4,781.00","4,781.00","4,781.00",,0.76%
2005-03-08,"4,745.00","4,745.00","4,745.00","4,745.00",,0.96%
2005-03-07,"4,700.00","4,700.00","4,700.00","4,700.00",,1.03%
2005-03-04,"4,652.00","4,652.00","4,652.00","4,652.00",,0.71%
2005-03-03,"4,619.00","4,619.00","4,619.00","4,619.00",,0.00%
2005-03-02,"4,619.00","4,619.00","4,619.00","4,619.00",,-0.94%
2005-03-01,"4,663.00","4,663.00","4,663.00","4,663.00",,-1.33%
2005-02-28,"4,726.00","4,726.00","4,726.00","4,726.00",,-0.94%
2005-02-25,"4,771.00","4,771.00","4,771.00","4,771.00",,-1.30%
2005-02-24,"4,834.00","4,834.00","4,834.00","4,834.00",,-0.94%
2005-02-23,"4,880.00","4,880.00","4,880.00","4,880.00",,0.04%
2005-02-22,"4,878.00","4,878.00","4,878.00","4,878.00",,0.93%
2005-02-21,"4,833.00","4,833.00","4,833.00","4,833.00",,1.47%
2005-02-18,"4,763.00","4,763.00","4,763.00","4,763.00",,1.66%
2005-02-17,"4,685.00","4,685.00","4,685.00","4,685.00",,2.00%
2005-02-16,"4,593.00","4,593.00","4,593.00","4,593.00",,1.82%
2005-02-15,"4,511.00","4,511.00","4,511.00","4,511.00",,1.46%
2005-02-14,"4,446.00","4,446.00","4,446.00","4,446.00",,1.55%
2005-02-11,"4,378.00","4,378.00","4,378.00","4,378.00",,1.34%
2005-02-10,"4,320.00","4,320.00","4,320.00","4,320.00",,2.30%
2005-02-09,"4,223.00","4,223.00","4,223.00","4,223.00",,1.15%
2005-02-08,"4,175.00","4,175.00","4,175.00","4,175.00",,-0.41%
2005-02-07,"4,192.00","4,192.00","4,192.00","4,192.00",,-1.27%
2005-02-04,"4,246.00","4,246.00","4,246.00","4,246.00",,-1.55%
2005-02-03,"4,313.00","4,313.00","4,313.00","4,313.00",,-2.16%
2005-02-02,"4,408.00","4,408.00","4,408.00","4,408.00",,-1.39%
2005-02-01,"4,470.00","4,470.00","4,470.00","4,470.00",,-0.40%
2005-01-31,"4,488.00","4,488.00","4,488.00","4,488.00",,0.61%
2005-01-28,"4,461.00","4,461.00","4,461.00","4,461.00",,1.48%
2005-01-27,"4,396.00","4,396.00","4,396.00","4,396.00",,1.29%
2005-01-26,"4,340.00","4,340.00","4,340.00","4,340.00",,0.77%
2005-01-25,"4,307.00","4,307.00","4,307.00","4,307.00",,0.35%
2005-01-24,"4,292.00","4,292.00","4,292.00","4,292.00",,-0.21%
2005-01-21,"4,301.00","4,301.00","4,301.00","4,301.00",,-1.31%
2005-01-20,"4,358.00","4,358.00","4,358.00","4,358.00",,-2.53%
2005-01-19,"4,471.00","4,471.00","4,471.00","4,471.00",,-2.61%
2005-01-18,"4,591.00","4,591.00","4,591.00","4,591.00",,-1.65%
2005-01-17,"4,668.00","4,668.00","4,668.00","4,668.00",,-1.12%
2005-01-14,"4,721.00","4,721.00","4,721.00","4,721.00",,-1.11%
2005-01-13,"4,774.00","4,774.00","4,774.00","4,774.00",,-0.04%
2005-01-12,"4,776.00","4,776.00","4,776.00","4,776.00",,1.06%
2005-01-11,"4,726.00","4,726.00","4,726.00","4,726.00",,2.14%
2005-01-10,"4,627.00","4,627.00","4,627.00","4,627.00",,3.17%
2005-01-07,"4,485.00","4,485.00","4,485.00","4,485.00",,1.82%
2005-01-06,"4,405.00","4,405.00","4,405.00","4,405.00",,0.23%
2005-01-05,"4,395.00","4,395.00","4,395.00","4,395.00",,-1.37%
2005-01-04,"4,456.00","4,456.00","4,456.00","4,456.00",,-3.09%
2004-12-24,"4,598.00","4,598.00","4,598.00","4,598.00",,-0.88%
2004-12-23,"4,639.00","4,639.00","4,639.00","4,639.00",,-1.70%
2004-12-22,"4,719.00","4,719.00","4,719.00","4,719.00",,-1.93%
2004-12-21,"4,812.00","4,812.00","4,812.00","4,812.00",,-1.78%
2004-12-20,"4,899.00","4,899.00","4,899.00","4,899.00",,-2.08%
2004-12-17,"5,003.00","5,003.00","5,003.00","5,003.00",,-3.34%
2004-12-16,"5,176.00","5,176.00","5,176.00","5,176.00",,-3.49%
2004-12-15,"5,363.00","5,363.00","5,363.00","5,363.00",,-3.39%
2004-12-14,"5,551.00","5,551.00","5,551.00","5,551.00",,-3.41%
2004-12-13,"5,747.00","5,747.00","5,747.00","5,747.00",,-2.21%
2004-12-10,"5,877.00","5,877.00","5,877.00","5,877.00",,-2.26%
2004-12-09,"6,013.00","6,013.00","6,013.00","6,013.00",,-2.00%
2004-12-08,"6,136.00","6,136.00","6,136.00","6,136.00",,-1.03%
2004-12-07,"6,200.00","6,200.00","6,200.00","6,200.00",,-0.13%
2004-12-06,"6,208.00","6,208.00","6,208.00","6,208.00",,0.58%
2004-12-03,"6,172.00","6,172.00","6,172.00","6,172.00",,0.62%
2004-12-02,"6,134.00","6,134.00","6,134.00","6,134.00",,0.69%
2004-12-01,"6,092.00","6,092.00","6,092.00","6,092.00",,0.68%
2004-11-30,"6,051.00","6,051.00","6,051.00","6,051.00",,1.29%
2004-11-29,"5,974.00","5,974.00","5,974.00","5,974.00",,1.77%
2004-11-26,"5,870.00","5,870.00","5,870.00","5,870.00",,2.37%
2004-11-25,"5,734.00","5,734.00","5,734.00","5,734.00",,1.92%
2004-11-24,"5,626.00","5,626.00","5,626.00","5,626.00",,2.03%
2004-11-23,"5,514.00","5,514.00","5,514.00","5,514.00",,1.32%
2004-11-22,"5,442.00","5,442.00","5,442.00","5,442.00",,0.91%
2004-11-19,"5,393.00","5,393.00","5,393.00","5,393.00",,1.09%
2004-11-18,"5,335.00","5,335.00","5,335.00","5,335.00",,1.35%
2004-11-17,"5,264.00","5,264.00","5,264.00","5,264.00",,1.41%
2004-11-16,"5,191.00","5,191.00","5,191.00","5,191.00",,0.76%
2004-11-15,"5,152.00","5,152.00","5,152.00","5,152.00",,0.53%
2004-11-12,"5,125.00","5,125.00","5,125.00","5,125.00",,0.35%
2004-11-11,"5,107.00","5,107.00","5,107.00","5,107.00",,0.49%
2004-11-10,"5,082.00","5,082.00","5,082.00","5,082.00",,0.43%
2004-11-09,"5,060.00","5,060.00","5,060.00","5,060.00",,0.40%
2004-11-08,"5,040.00","5,040.00","5,040.00","5,040.00",,0.26%
2004-11-05,"5,027.00","5,027.00","5,027.00","5,027.00",,0.66%
2004-11-04,"4,994.00","4,994.00","4,994.00","4,994.00",,0.89%
2004-11-03,"4,950.00","4,950.00","4,950.00","4,950.00",,0.26%
2004-11-02,"4,937.00","4,937.00","4,937.00","4,937.00",,0.18%
2004-11-01,"4,928.00","4,928.00","4,928.00","4,928.00",,0.12%
2004-10-29,"4,922.00","4,922.00","4,922.00","4,922.00",,0.20%
2004-10-28,"4,912.00","4,912.00","4,912.00","4,912.00",,0.22%
2004-10-27,"4,901.00","4,901.00","4,901.00","4,901.00",,0.49%
2004-10-26,"4,877.00","4,877.00","4,877.00","4,877.00",,1.01%
2004-10-25,"4,828.00","4,828.00","4,828.00","4,828.00",,0.88%
2004-10-22,"4,786.00","4,786.00","4,786.00","4,786.00",,1.25%
2004-10-21,"4,727.00","4,727.00","4,727.00","4,727.00",,1.37%
2004-10-20,"4,663.00","4,663.00","4,663.00","4,663.00",,0.82%
2004-10-19,"4,625.00","4,625.00","4,625.00","4,625.00",,0.50%
2004-10-18,"4,602.00","4,602.00","4,602.00","4,602.00",,0.66%
2004-10-15,"4,572.00","4,572.00","4,572.00","4,572.00",,1.11%
2004-10-14,"4,522.00","4,522.00","4,522.00","4,522.00",,1.10%
2004-10-13,"4,473.00","4,473.00","4,473.00","4,473.00",,1.47%
2004-10-12,"4,408.00","4,408.00","4,408.00","4,408.00",,1.24%
2004-10-11,"4,354.00","4,354.00","4,354.00","4,354.00",,0.95%
2004-10-08,"4,313.00","4,313.00","4,313.00","4,313.00",,1.39%
2004-10-07,"4,254.00","4,254.00","4,254.00","4,254.00",,1.53%
2004-10-06,"4,190.00","4,190.00","4,190.00","4,190.00",,0.79%
2004-10-05,"4,157.00","4,157.00","4,157.00","4,157.00",,0.65%
2004-10-04,"4,130.00","4,130.00","4,130.00","4,130.00",,0.44%
2004-10-01,"4,112.00","4,112.00","4,112.00","4,112.00",,0.17%
2004-09-30,"4,105.00","4,105.00","4,105.00","4,105.00",,0.12%
2004-09-29,"4,100.00","4,100.00","4,100.00","4,100.00",,-0.15%
2004-09-28,"4,106.00","4,106.00","4,106.00","4,106.00",,-0.41%
2004-09-27,"4,123.00","4,123.00","4,123.00","4,123.00",,-0.63%
2004-09-24,"4,149.00","4,149.00","4,149.00","4,149.00",,-0.74%
2004-09-23,"4,180.00","4,180.00","4,180.00","4,180.00",,-0.99%
2004-09-22,"4,222.00","4,222.00","4,222.00","4,222.00",,-0.17%
2004-09-21,"4,229.00","4,229.00","4,229.00","4,229.00",,-0.09%
2004-09-20,"4,233.00","4,233.00","4,233.00","4,233.00",,0.31%
2004-09-17,"4,220.00","4,220.00","4,220.00","4,220.00",,0.14%
2004-09-16,"4,214.00","4,214.00","4,214.00","4,214.00",,0.14%
2004-09-15,"4,208.00","4,208.00","4,208.00","4,208.00",,0.07%
2004-09-14,"4,205.00","4,205.00","4,205.00","4,205.00",,0.31%
2004-09-13,"4,192.00","4,192.00","4,192.00","4,192.00",,0.70%
2004-09-10,"4,163.00","4,163.00","4,163.00","4,163.00",,1.31%
2004-09-09,"4,109.00","4,109.00","4,109.00","4,109.00",,1.31%
2004-09-08,"4,056.00","4,056.00","4,056.00","4,056.00",,0.95%
2004-09-07,"4,018.00","4,018.00","4,018.00","4,018.00",,0.10%
2004-09-06,"4,014.00","4,014.00","4,014.00","4,014.00",,-0.64%
2004-09-03,"4,040.00","4,040.00","4,040.00","4,040.00",,-0.91%
2004-09-02,"4,077.00","4,077.00","4,077.00","4,077.00",,-1.38%
2004-09-01,"4,134.00","4,134.00","4,134.00","4,134.00",,-1.24%
2004-08-31,"4,186.00","4,186.00","4,186.00","4,186.00",,-0.92%
2004-08-27,"4,225.00","4,225.00","4,225.00","4,225.00",,-0.19%
2004-08-26,"4,233.00","4,233.00","4,233.00","4,233.00",,0.21%
2004-08-25,"4,224.00","4,224.00","4,224.00","4,224.00",,0.26%
2004-08-24,"4,213.00","4,213.00","4,213.00","4,213.00",,0.17%
2004-08-23,"4,206.00","4,206.00","4,206.00","4,206.00",,0.26%
2004-08-20,"4,195.00","4,195.00","4,195.00","4,195.00",,0.05%
2004-08-19,"4,193.00","4,193.00","4,193.00","4,193.00",,0.12%
2004-08-18,"4,188.00","4,188.00","4,188.00","4,188.00",,0.19%
2004-08-17,"4,180.00","4,180.00","4,180.00","4,180.00",,0.46%
2004-08-16,"4,161.00","4,161.00","4,161.00","4,161.00",,0.31%
2004-08-13,"4,148.00","4,148.00","4,148.00","4,148.00",,0.68%
2004-08-12,"4,120.00","4,120.00","4,120.00","4,120.00",,0.54%
2004-08-11,"4,098.00","4,098.00","4,098.00","4,098.00",,0.24%
2004-08-10,"4,088.00","4,088.00","4,088.00","4,088.00",,-0.29%
2004-08-09,"4,100.00","4,100.00","4,100.00","4,100.00",,-0.70%
2004-08-06,"4,129.00","4,129.00","4,129.00","4,129.00",,-1.22%
2004-08-05,"4,180.00","4,180.00","4,180.00","4,180.00",,-0.59%
2004-08-04,"4,205.00","4,205.00","4,205.00","4,205.00",,0.67%
2004-08-03,"4,177.00","4,177.00","4,177.00","4,177.00",,1.88%
2004-08-02,"4,100.00","4,100.00","4,100.00","4,100.00",,1.28%
2004-07-30,"4,048.00","4,048.00","4,048.00","4,048.00",,2.40%
2004-07-29,"3,953.00","3,953.00","3,953.00","3,953.00",,1.96%
2004-07-28,"3,877.00","3,877.00","3,877.00","3,877.00",,1.17%
2004-07-27,"3,832.00","3,832.00","3,832.00","3,832.00",,0.47%
2004-07-26,"3,814.00","3,814.00","3,814.00","3,814.00",,0.39%
2004-07-23,"3,799.00","3,799.00","3,799.00","3,799.00",,-0.03%
2004-07-22,"3,800.00","3,800.00","3,800.00","3,800.00",,-1.07%
2004-07-21,"3,841.00","3,841.00","3,841.00","3,841.00",,-1.21%
2004-07-20,"3,888.00","3,888.00","3,888.00","3,888.00",,-1.07%
2004-07-19,"3,930.00","3,930.00","3,930.00","3,930.00",,-1.03%
2004-07-16,"3,971.00","3,971.00","3,971.00","3,971.00",,-1.24%
2004-07-15,"4,021.00","4,021.00","4,021.00","4,021.00",,-1.16%
2004-07-14,"4,068.00","4,068.00","4,068.00","4,068.00",,-0.44%
2004-07-13,"4,086.00","4,086.00","4,086.00","4,086.00",,1.52%
2004-07-12,"4,025.00","4,025.00","4,025.00","4,025.00",,3.15%
2004-07-09,"3,902.00","3,902.00","3,902.00","3,902.00",,5.01%
2004-07-08,"3,716.00","3,716.00","3,716.00","3,716.00",,4.82%
2004-07-07,"3,545.00","3,545.00","3,545.00","3,545.00",,4.26%
2004-07-06,"3,400.00","3,400.00","3,400.00","3,400.00",,3.44%
2004-07-05,"3,287.00","3,287.00","3,287.00","3,287.00",,2.49%
2004-07-02,"3,207.00","3,207.00","3,207.00","3,207.00",,2.95%
2004-07-01,"3,115.00","3,115.00","3,115.00","3,115.00",,3.66%
2004-06-30,"3,005.00","3,005.00","3,005.00","3,005.00",,3.80%
2004-06-29,"2,895.00","2,895.00","2,895.00","2,895.00",,2.95%
2004-06-28,"2,812.00","2,812.00","2,812.00","2,812.00",,2.55%
2004-06-25,"2,742.00","2,742.00","2,742.00","2,742.00",,2.24%
2004-06-24,"2,682.00","2,682.00","2,682.00","2,682.00",,1.90%
2004-06-23,"2,632.00","2,632.00","2,632.00","2,632.00",,0.38%
2004-06-22,"2,622.00","2,622.00","2,622.00","2,622.00",,-0.46%
2004-06-21,"2,634.00","2,634.00","2,634.00","2,634.00",,-1.24%
2004-06-18,"2,667.00","2,667.00","2,667.00","2,667.00",,-1.88%
2004-06-17,"2,718.00","2,718.00","2,718.00","2,718.00",,-1.59%
2004-06-16,"2,762.00","2,762.00","2,762.00","2,762.00",,-1.71%
2004-06-15,"2,810.00","2,810.00","2,810.00","2,810.00",,-1.37%
2004-06-14,"2,849.00","2,849.00","2,849.00","2,849.00",,-1.32%
2004-06-11,"2,887.00","2,887.00","2,887.00","2,887.00",,-1.77%
2004-06-10,"2,939.00","2,939.00","2,939.00","2,939.00",,-2.23%
2004-06-09,"3,006.00","3,006.00","3,006.00","3,006.00",,-1.99%
2004-06-08,"3,067.00","3,067.00","3,067.00","3,067.00",,-2.14%
2004-06-07,"3,134.00","3,134.00","3,134.00","3,134.00",,-1.60%
2004-06-04,"3,185.00","3,185.00","3,185.00","3,185.00",,-1.67%
2004-06-03,"3,239.00","3,239.00","3,239.00","3,239.00",,-0.83%
2004-06-02,"3,266.00","3,266.00","3,266.00","3,266.00",,-0.49%
2004-06-01,"3,282.00","3,282.00","3,282.00","3,282.00",,-0.12%
2004-05-28,"3,286.00","3,286.00","3,286.00","3,286.00",,-0.06%
2004-05-27,"3,288.00","3,288.00","3,288.00","3,288.00",,-0.60%
2004-05-26,"3,308.00","3,308.00","3,308.00","3,308.00",,-0.57%
2004-05-25,"3,327.00","3,327.00","3,327.00","3,327.00",,-0.12%
2004-05-24,"3,331.00","3,331.00","3,331.00","3,331.00",,-0.15%
2004-05-21,"3,336.00","3,336.00","3,336.00","3,336.00",,-0.36%
2004-05-20,"3,348.00","3,348.00","3,348.00","3,348.00",,-1.27%
2004-05-19,"3,391.00","3,391.00","3,391.00","3,391.00",,-1.77%
2004-05-18,"3,452.00","3,452.00","3,452.00","3,452.00",,-2.35%
2004-05-17,"3,535.00","3,535.00","3,535.00","3,535.00",,-2.83%
2004-05-14,"3,638.00","3,638.00","3,638.00","3,638.00",,-2.91%
2004-05-13,"3,747.00","3,747.00","3,747.00","3,747.00",,-2.09%
2004-05-12,"3,827.00","3,827.00","3,827.00","3,827.00",,-1.87%
2004-05-11,"3,900.00","3,900.00","3,900.00","3,900.00",,-0.71%
2004-05-10,"3,928.00","3,928.00","3,928.00","3,928.00",,0.10%
2004-05-07,"3,924.00","3,924.00","3,924.00","3,924.00",,0.36%
2004-05-06,"3,910.00","3,910.00","3,910.00","3,910.00",,0.03%
2004-05-05,"3,909.00","3,909.00","3,909.00","3,909.00",,-0.61%
2004-05-04,"3,933.00","3,933.00","3,933.00","3,933.00",,-1.23%
2004-04-30,"3,982.00","3,982.00","3,982.00","3,982.00",,0.00%
2004-04-29,"3,982.00","3,982.00","3,982.00","3,982.00",,-2.02%
2004-04-28,"4,064.00","4,064.00","4,064.00","4,064.00",,-3.90%
2004-04-27,"4,229.00","4,229.00","4,229.00","4,229.00",,-3.18%
2004-04-26,"4,368.00","4,368.00","4,368.00","4,368.00",,-2.08%
2004-04-23,"4,461.00","4,461.00","4,461.00","4,461.00",,-1.85%
2004-04-22,"4,545.00","4,545.00","4,545.00","4,545.00",,-1.54%
2004-04-21,"4,616.00","4,616.00","4,616.00","4,616.00",,-0.52%
2004-04-20,"4,640.00","4,640.00","4,640.00","4,640.00",,0.11%
2004-04-19,"4,635.00","4,635.00","4,635.00","4,635.00",,0.54%
2004-04-16,"4,610.00","4,610.00","4,610.00","4,610.00",,0.44%
2004-04-15,"4,590.00","4,590.00","4,590.00","4,590.00",,0.42%
2004-04-14,"4,571.00","4,571.00","4,571.00","4,571.00",,0.42%
2004-04-13,"4,552.00","4,552.00","4,552.00","4,552.00",,-0.31%
2004-04-08,"4,566.00","4,566.00","4,566.00","4,566.00",,-0.83%
2004-04-07,"4,604.00","4,604.00","4,604.00","4,604.00",,-0.58%
2004-04-06,"4,631.00","4,631.00","4,631.00","4,631.00",,-0.94%
2004-04-05,"4,675.00","4,675.00","4,675.00","4,675.00",,-0.87%
2004-04-02,"4,716.00","4,716.00","4,716.00","4,716.00",,-0.99%
2004-04-01,"4,763.00","4,763.00","4,763.00","4,763.00",,-1.22%
2004-03-31,"4,822.00","4,822.00","4,822.00","4,822.00",,-1.31%
2004-03-30,"4,886.00","4,886.00","4,886.00","4,886.00",,-0.83%
2004-03-29,"4,927.00","4,927.00","4,927.00","4,927.00",,-0.65%
2004-03-26,"4,959.00","4,959.00","4,959.00","4,959.00",,-0.80%
2004-03-25,"4,999.00","4,999.00","4,999.00","4,999.00",,-0.68%
2004-03-24,"5,033.00","5,033.00","5,033.00","5,033.00",,-0.22%
2004-03-23,"5,044.00","5,044.00","5,044.00","5,044.00",,0.04%
2004-03-22,"5,042.00","5,042.00","5,042.00","5,042.00",,-0.06%
2004-03-19,"5,045.00","5,045.00","5,045.00","5,045.00",,-0.26%
2004-03-18,"5,058.00","5,058.00","5,058.00","5,058.00",,-1.25%
2004-03-17,"5,122.00","5,122.00","5,122.00","5,122.00",,-1.58%
2004-03-16,"5,204.00","5,204.00","5,204.00","5,204.00",,-1.44%
2004-03-15,"5,280.00","5,280.00","5,280.00","5,280.00",,-1.35%
2004-03-12,"5,352.00","5,352.00","5,352.00","5,352.00",,-0.59%
2004-03-11,"5,384.00","5,384.00","5,384.00","5,384.00",,0.04%
2004-03-10,"5,382.00","5,382.00","5,382.00","5,382.00",,0.71%
2004-03-09,"5,344.00","5,344.00","5,344.00","5,344.00",,0.83%
2004-03-08,"5,300.00","5,300.00","5,300.00","5,300.00",,1.24%
2004-03-05,"5,235.00","5,235.00","5,235.00","5,235.00",,1.95%
2004-03-04,"5,135.00","5,135.00","5,135.00","5,135.00",,0.51%
2004-03-03,"5,109.00","5,109.00","5,109.00","5,109.00",,-0.80%
2004-03-02,"5,150.00","5,150.00","5,150.00","5,150.00",,-1.06%
2004-03-01,"5,205.00","5,205.00","5,205.00","5,205.00",,-1.10%
2004-02-27,"5,263.00","5,263.00","5,263.00","5,263.00",,-1.02%
2004-02-26,"5,317.00","5,317.00","5,317.00","5,317.00",,-1.43%
2004-02-25,"5,394.00","5,394.00","5,394.00","5,394.00",,-1.71%
2004-02-24,"5,488.00","5,488.00","5,488.00","5,488.00",,-0.87%
2004-02-23,"5,536.00","5,536.00","5,536.00","5,536.00",,0.36%
2004-02-20,"5,516.00","5,516.00","5,516.00","5,516.00",,1.01%
2004-02-19,"5,461.00","5,461.00","5,461.00","5,461.00",,1.58%
2004-02-18,"5,376.00","5,376.00","5,376.00","5,376.00",,1.63%
2004-02-17,"5,290.00","5,290.00","5,290.00","5,290.00",,0.76%
2004-02-16,"5,250.00","5,250.00","5,250.00","5,250.00",,0.15%
2004-02-13,"5,242.00","5,242.00","5,242.00","5,242.00",,-0.64%
2004-02-12,"5,276.00","5,276.00","5,276.00","5,276.00",,-1.66%
2004-02-11,"5,365.00","5,365.00","5,365.00","5,365.00",,-1.70%
2004-02-10,"5,458.00","5,458.00","5,458.00","5,458.00",,-1.57%
2004-02-09,"5,545.00","5,545.00","5,545.00","5,545.00",,-1.12%
2004-02-06,"5,608.00","5,608.00","5,608.00","5,608.00",,-0.80%
2004-02-05,"5,653.00","5,653.00","5,653.00","5,653.00",,-0.49%
2004-02-04,"5,681.00","5,681.00","5,681.00","5,681.00",,0.30%
2004-02-03,"5,664.00","5,664.00","5,664.00","5,664.00",,0.82%
2004-02-02,"5,618.00","5,618.00","5,618.00","5,618.00",,1.21%
2004-01-30,"5,551.00","5,551.00","5,551.00","5,551.00",,1.72%
2004-01-29,"5,457.00","5,457.00","5,457.00","5,457.00",,2.19%
2004-01-28,"5,340.00","5,340.00","5,340.00","5,340.00",,1.21%
2004-01-27,"5,276.00","5,276.00","5,276.00","5,276.00",,0.27%
2004-01-26,"5,262.00","5,262.00","5,262.00","5,262.00",,-0.21%
2004-01-23,"5,273.00","5,273.00","5,273.00","5,273.00",,-0.49%
2004-01-22,"5,299.00","5,299.00","5,299.00","5,299.00",,-0.86%
2004-01-21,"5,345.00","5,345.00","5,345.00","5,345.00",,-1.35%
2004-01-20,"5,418.00","5,418.00","5,418.00","5,418.00",,-1.15%
2004-01-19,"5,481.00","5,481.00","5,481.00","5,481.00",,-0.22%
2004-01-16,"5,493.00","5,493.00","5,493.00","5,493.00",,0.15%
2004-01-15,"5,485.00","5,485.00","5,485.00","5,485.00",,0.48%
2004-01-14,"5,459.00","5,459.00","5,459.00","5,459.00",,1.26%
2004-01-13,"5,391.00","5,391.00","5,391.00","5,391.00",,2.57%
2004-01-12,"5,256.00","5,256.00","5,256.00","5,256.00",,4.16%
2004-01-09,"5,046.00","5,046.00","5,046.00","5,046.00",,2.96%
2004-01-08,"4,901.00","4,901.00","4,901.00","4,901.00",,2.02%
2004-01-07,"4,804.00","4,804.00","4,804.00","4,804.00",,0.84%
2004-01-06,"4,764.00","4,764.00","4,764.00","4,764.00",,0.15%
2004-01-05,"4,757.00","4,757.00","4,757.00","4,757.00",,-0.08%
2004-01-02,"4,761.00","4,761.00","4,761.00","4,761.00",,-0.08%
2003-12-24,"4,765.00","4,765.00","4,765.00","4,765.00",,0.08%
2003-12-23,"4,761.00","4,761.00","4,761.00","4,761.00",,0.42%
2003-12-22,"4,741.00","4,741.00","4,741.00","4,741.00",,0.42%
2003-12-19,"4,721.00","4,721.00","4,721.00","4,721.00",,0.58%
2003-12-18,"4,694.00","4,694.00","4,694.00","4,694.00",,0.41%
2003-12-17,"4,675.00","4,675.00","4,675.00","4,675.00",,0.15%
2003-12-16,"4,668.00","4,668.00","4,668.00","4,668.00",,0.21%
2003-12-15,"4,658.00","4,658.00","4,658.00","4,658.00",,0.43%
2003-12-12,"4,638.00","4,638.00","4,638.00","4,638.00",,0.65%
2003-12-11,"4,608.00","4,608.00","4,608.00","4,608.00",,0.83%
2003-12-10,"4,570.00","4,570.00","4,570.00","4,570.00",,0.68%
2003-12-09,"4,539.00","4,539.00","4,539.00","4,539.00",,0.29%
2003-12-08,"4,526.00","4,526.00","4,526.00","4,526.00",,0.24%
2003-12-05,"4,515.00","4,515.00","4,515.00","4,515.00",,0.49%
2003-12-04,"4,493.00","4,493.00","4,493.00","4,493.00",,0.20%
2003-12-03,"4,484.00","4,484.00","4,484.00","4,484.00",,0.45%
2003-12-02,"4,464.00","4,464.00","4,464.00","4,464.00",,0.50%
2003-12-01,"4,442.00","4,442.00","4,442.00","4,442.00",,0.57%
2003-11-28,"4,417.00","4,417.00","4,417.00","4,417.00",,0.89%
2003-11-27,"4,378.00","4,378.00","4,378.00","4,378.00",,1.13%
2003-11-26,"4,329.00","4,329.00","4,329.00","4,329.00",,1.69%
2003-11-25,"4,257.00","4,257.00","4,257.00","4,257.00",,1.53%
2003-11-24,"4,193.00","4,193.00","4,193.00","4,193.00",,1.18%
2003-11-21,"4,144.00","4,144.00","4,144.00","4,144.00",,1.67%
2003-11-20,"4,076.00","4,076.00","4,076.00","4,076.00",,1.17%
2003-11-19,"4,029.00","4,029.00","4,029.00","4,029.00",,0.07%
2003-11-18,"4,026.00","4,026.00","4,026.00","4,026.00",,-0.49%
2003-11-17,"4,046.00","4,046.00","4,046.00","4,046.00",,-0.78%
2003-11-14,"4,078.00","4,078.00","4,078.00","4,078.00",,-1.55%
2003-11-13,"4,142.00","4,142.00","4,142.00","4,142.00",,-1.50%
2003-11-12,"4,205.00","4,205.00","4,205.00","4,205.00",,-0.90%
2003-11-11,"4,243.00","4,243.00","4,243.00","4,243.00",,-0.73%
2003-11-10,"4,274.00","4,274.00","4,274.00","4,274.00",,-0.79%
2003-11-07,"4,308.00","4,308.00","4,308.00","4,308.00",,-0.94%
2003-11-06,"4,349.00","4,349.00","4,349.00","4,349.00",,-1.87%
2003-11-05,"4,432.00","4,432.00","4,432.00","4,432.00",,-2.03%
2003-11-04,"4,524.00","4,524.00","4,524.00","4,524.00",,-0.75%
2003-11-03,"4,558.00","4,558.00","4,558.00","4,558.00",,0.07%
2003-10-31,"4,555.00","4,555.00","4,555.00","4,555.00",,-0.11%
2003-10-30,"4,560.00","4,560.00","4,560.00","4,560.00",,0.22%
2003-10-29,"4,550.00","4,550.00","4,550.00","4,550.00",,0.07%
2003-10-28,"4,547.00","4,547.00","4,547.00","4,547.00",,0.18%
2003-10-27,"4,539.00","4,539.00","4,539.00","4,539.00",,0.49%
2003-10-24,"4,517.00","4,517.00","4,517.00","4,517.00",,0.04%
2003-10-23,"4,515.00","4,515.00","4,515.00","4,515.00",,0.02%
2003-10-22,"4,514.00","4,514.00","4,514.00","4,514.00",,0.83%
2003-10-21,"4,477.00","4,477.00","4,477.00","4,477.00",,1.27%
2003-10-20,"4,421.00","4,421.00","4,421.00","4,421.00",,1.33%
2003-10-17,"4,363.00","4,363.00","4,363.00","4,363.00",,1.37%
2003-10-16,"4,304.00","4,304.00","4,304.00","4,304.00",,0.42%
2003-10-15,"4,286.00","4,286.00","4,286.00","4,286.00",,-0.30%
2003-10-14,"4,299.00","4,299.00","4,299.00","4,299.00",,0.68%
2003-10-13,"4,270.00","4,270.00","4,270.00","4,270.00",,1.86%
2003-10-10,"4,192.00","4,192.00","4,192.00","4,192.00",,3.53%
