날짜,종가,시가,고가,저가,거래량,변동 %
2015-09-09,855,855,855,855,,-2.06%
2015-09-08,873,873,873,873,,-0.34%
2015-09-07,876,876,876,876,,0.11%
2015-09-04,875,875,875,875,,-1.80%
2015-09-03,891,891,891,891,,-1.66%
2015-09-02,906,906,906,906,,-0.55%
2015-09-01,911,911,911,911,,0.89%
2015-08-28,903,903,903,903,,-0.22%
2015-08-27,905,905,905,905,,-1.42%
2015-08-26,918,918,918,918,,-2.55%
2015-08-25,942,942,942,942,,-2.69%
2015-08-24,968,968,968,968,,-2.62%
2015-08-21,994,994,994,994,,-1.97%
2015-08-20,"1,014.00","1,014.00","1,014.00","1,014.00",,-1.65%
2015-08-19,"1,031.00","1,031.00","1,031.00","1,031.00",,-1.43%
2015-08-18,"1,046.00","1,046.00","1,046.00","1,046.00",,-1.60%
2015-08-17,"1,063.00","1,063.00","1,063.00","1,063.00",,0.76%
2015-08-14,"1,055.00","1,055.00","1,055.00","1,055.00",,0.86%
2015-08-13,"1,046.00","1,046.00","1,046.00","1,046.00",,-4.30%
2015-08-12,"1,093.00","1,093.00","1,093.00","1,093.00",,-5.94%
2015-08-11,"1,162.00","1,162.00","1,162.00","1,162.00",,-2.92%
2015-08-10,"1,197.00","1,197.00","1,197.00","1,197.00",,-0.25%
2015-08-07,"1,200.00","1,200.00","1,200.00","1,200.00",,-0.08%
2015-08-06,"1,201.00","1,201.00","1,201.00","1,201.00",,-1.72%
2015-08-05,"1,222.00","1,222.00","1,222.00","1,222.00",,1.83%
2015-08-04,"1,200.00","1,200.00","1,200.00","1,200.00",,4.26%
2015-08-03,"1,151.00","1,151.00","1,151.00","1,151.00",,1.77%
2015-07-31,"1,131.00","1,131.00","1,131.00","1,131.00",,2.82%
2015-07-30,"1,100.00","1,100.00","1,100.00","1,100.00",,-0.36%
2015-07-29,"1,104.00","1,104.00","1,104.00","1,104.00",,0.91%
2015-07-28,"1,094.00","1,094.00","1,094.00","1,094.00",,0.37%
2015-07-27,"1,090.00","1,090.00","1,090.00","1,090.00",,0.37%
2015-07-24,"1,086.00","1,086.00","1,086.00","1,086.00",,-1.45%
2015-07-23,"1,102.00","1,102.00","1,102.00","1,102.00",,-1.43%
2015-07-22,"1,118.00","1,118.00","1,118.00","1,118.00",,0.45%
2015-07-21,"1,113.00","1,113.00","1,113.00","1,113.00",,4.31%
2015-07-20,"1,067.00","1,067.00","1,067.00","1,067.00",,1.81%
2015-07-17,"1,048.00","1,048.00","1,048.00","1,048.00",,3.87%
2015-07-16,"1,009.00","1,009.00","1,009.00","1,009.00",,6.10%
2015-07-15,951,951,951,951,,3.93%
2015-07-14,915,915,915,915,,1.67%
2015-07-13,900,900,900,900,,2.97%
2015-07-10,874,874,874,874,,2.46%
2015-07-09,853,853,853,853,,1.55%
2015-07-08,840,840,840,840,,1.20%
2015-07-07,830,830,830,830,,1.84%
2015-07-06,815,815,815,815,,1.24%
2015-07-03,805,805,805,805,,1.39%
2015-07-02,794,794,794,794,,0.00%
2015-07-01,794,794,794,794,,-0.75%
2015-06-30,800,800,800,800,,-1.60%
2015-06-29,813,813,813,813,,-1.22%
2015-06-26,823,823,823,823,,-0.72%
2015-06-25,829,829,829,829,,0.00%
2015-06-24,829,829,829,829,,4.94%
2015-06-23,790,790,790,790,,1.41%
2015-06-22,779,779,779,779,,0.00%
2015-06-19,779,779,779,779,,0.78%
2015-06-18,773,773,773,773,,6.62%
2015-06-17,725,725,725,725,,6.46%
2015-06-16,681,681,681,681,,3.81%
2015-06-15,656,656,656,656,,2.18%
2015-06-12,642,642,642,642,,2.07%
2015-06-11,629,629,629,629,,1.78%
2015-06-10,618,618,618,618,,0.98%
2015-06-09,612,612,612,612,,0.33%
2015-06-08,610,610,610,610,,0.00%
2015-06-05,610,610,610,610,,1.16%
2015-06-04,603,603,603,603,,0.84%
2015-06-03,598,598,598,598,,1.18%
2015-06-02,591,591,591,591,,0.34%
2015-06-01,589,589,589,589,,0.00%
2015-05-29,589,589,589,589,,0.17%
2015-05-28,588,588,588,588,,0.17%
2015-05-27,587,587,587,587,,0.51%
2015-05-26,584,584,584,584,,-0.34%
2015-05-22,586,592,592,586,,-1.01%
2015-05-21,592,592,592,592,,-2.31%
2015-05-20,606,606,606,606,,-2.26%
2015-05-19,620,620,620,620,,-1.59%
2015-05-18,630,630,630,630,,-0.63%
2015-05-15,634,634,634,634,,-0.47%
2015-05-14,637,637,637,637,,0.47%
2015-05-13,634,634,634,634,,7.64%
2015-05-12,589,589,589,589,,1.90%
2015-05-11,578,578,578,578,,0.70%
2015-05-08,574,574,574,574,,0.17%
2015-05-07,573,573,573,573,,-0.35%
2015-05-06,575,575,575,575,,-0.86%
2015-05-05,580,580,580,580,,-1.19%
2015-05-01,587,587,587,587,,-0.68%
2015-04-30,591,591,591,591,,-0.67%
2015-04-29,595,595,595,595,,-1.00%
2015-04-28,601,601,601,601,,0.17%
2015-04-27,600,600,600,600,,0.00%
2015-04-24,600,600,600,600,,0.17%
2015-04-23,599,599,599,599,,-0.17%
2015-04-22,600,600,600,600,,-0.17%
2015-04-21,601,601,601,601,,0.50%
2015-04-20,598,598,598,598,,0.17%
2015-04-17,597,597,597,597,,0.67%
2015-04-16,593,593,593,593,,1.19%
2015-04-15,586,586,586,586,,0.86%
2015-04-14,581,581,581,581,,0.52%
2015-04-13,578,578,578,578,,-0.34%
2015-04-10,580,580,580,580,,0.00%
2015-04-09,580,580,580,580,,0.00%
2015-04-08,580,580,580,580,,-0.51%
2015-04-07,583,583,583,583,,-0.85%
2015-04-02,588,588,588,588,,-1.34%
2015-04-01,596,596,596,596,,-1.00%
2015-03-31,602,602,602,602,,0.50%
2015-03-30,599,599,599,599,,0.50%
2015-03-27,596,596,596,596,,-0.33%
2015-03-26,598,598,598,598,,0.00%
2015-03-25,598,598,598,598,,0.17%
2015-03-24,597,597,597,597,,0.51%
2015-03-23,594,594,594,594,,0.51%
2015-03-20,591,591,591,591,,1.20%
2015-03-19,584,584,584,584,,2.28%
2015-03-18,571,571,571,571,,0.53%
2015-03-17,568,568,568,568,,0.71%
2015-03-16,564,564,564,564,,0.36%
2015-03-13,562,562,562,562,,0.36%
2015-03-12,560,560,560,560,,-0.88%
2015-03-11,565,565,565,565,,-0.53%
2015-03-10,568,568,568,568,,0.00%
2015-03-09,568,568,568,568,,0.53%
2015-03-06,565,565,565,565,,0.71%
2015-03-05,561,561,561,561,,0.36%
2015-03-04,559,559,559,559,,1.08%
2015-03-03,553,553,553,553,,0.91%
2015-03-02,548,548,548,548,,1.48%
2015-02-27,540,540,540,540,,1.31%
2015-02-26,533,533,533,533,,1.72%
2015-02-25,524,524,524,524,,1.55%
2015-02-24,516,516,516,516,,0.78%
2015-02-23,512,512,512,512,,0.59%
2015-02-18,509,509,509,509,,-1.36%
2015-02-17,516,516,516,516,,-1.15%
2015-02-16,522,522,522,522,,-1.51%
2015-02-13,530,530,530,530,,-1.85%
2015-02-12,540,540,540,540,,-2.35%
2015-02-11,553,553,553,553,,-0.54%
2015-02-10,556,556,556,556,,0.36%
2015-02-09,554,554,554,554,,-0.89%
2015-02-06,559,559,559,559,,-0.89%
2015-02-05,564,564,564,564,,-0.88%
2015-02-04,569,569,569,569,,-1.39%
2015-02-03,577,577,577,577,,-2.20%
2015-02-02,590,590,590,590,,-2.96%
2015-01-30,608,608,608,608,,-3.80%
2015-01-29,632,632,632,632,,-5.11%
2015-01-28,666,666,666,666,,-3.20%
2015-01-27,688,688,688,688,,-2.13%
2015-01-26,703,703,703,703,,-2.36%
2015-01-23,720,720,720,720,,-4.13%
2015-01-22,751,751,751,751,,-2.47%
2015-01-21,770,770,770,770,,2.26%
2015-01-20,753,753,753,753,,1.89%
2015-01-19,739,739,739,739,,-0.27%
2015-01-16,741,741,741,741,,-1.07%
2015-01-15,749,749,749,749,,-1.06%
2015-01-14,757,757,757,757,,-0.66%
2015-01-13,762,762,762,762,,5.39%
2015-01-12,723,723,723,723,,1.97%
2015-01-09,709,709,709,709,,-2.07%
2015-01-08,724,724,724,724,,-2.69%
2015-01-07,744,744,744,744,,-1.85%
2015-01-06,758,758,758,758,,-0.39%
2015-01-05,761,761,761,761,,-1.30%
2015-01-02,771,771,771,771,,-1.41%
2014-12-24,782,782,782,782,,-0.76%
2014-12-23,788,788,788,788,,-0.76%
2014-12-22,794,794,794,794,,-1.12%
2014-12-19,803,803,803,803,,-1.35%
2014-12-18,814,814,814,814,,-1.57%
2014-12-17,827,827,827,827,,-1.31%
2014-12-16,838,838,838,838,,-0.83%
2014-12-15,845,845,845,845,,-2.09%
2014-12-12,863,863,863,863,,-2.71%
2014-12-11,887,887,887,887,,-2.63%
2014-12-10,911,911,911,911,,-2.36%
2014-12-09,933,933,933,933,,-2.00%
2014-12-08,952,952,952,952,,-3.05%
2014-12-05,982,982,982,982,,-3.63%
2014-12-04,"1,019.00","1,019.00","1,019.00","1,019.00",,-5.56%
2014-12-03,"1,079.00","1,079.00","1,079.00","1,079.00",,-3.57%
2014-12-02,"1,119.00","1,119.00","1,119.00","1,119.00",,-1.58%
2014-12-01,"1,137.00","1,137.00","1,137.00","1,137.00",,-1.39%
2014-11-28,"1,153.00","1,153.00","1,153.00","1,153.00",,-2.86%
2014-11-27,"1,187.00","1,187.00","1,187.00","1,187.00",,-4.20%
2014-11-26,"1,239.00","1,239.00","1,239.00","1,239.00",,-5.64%
2014-11-25,"1,313.00","1,313.00","1,313.00","1,313.00",,-0.30%
2014-11-24,"1,317.00","1,317.00","1,317.00","1,317.00",,-0.53%
2014-11-21,"1,324.00","1,324.00","1,324.00","1,324.00",,-0.60%
2014-11-20,"1,332.00","1,332.00","1,332.00","1,332.00",,1.99%
2014-11-19,"1,306.00","1,306.00","1,306.00","1,306.00",,0.77%
2014-11-18,"1,296.00","1,296.00","1,296.00","1,296.00",,2.53%
2014-11-17,"1,264.00","1,264.00","1,264.00","1,264.00",,0.64%
2014-11-14,"1,256.00","1,256.00","1,256.00","1,256.00",,-0.63%
2014-11-13,"1,264.00","1,264.00","1,264.00","1,264.00",,-4.75%
2014-11-12,"1,327.00","1,327.00","1,327.00","1,327.00",,-3.14%
2014-11-11,"1,370.00","1,370.00","1,370.00","1,370.00",,-3.39%
2014-11-10,"1,418.00","1,418.00","1,418.00","1,418.00",,-1.32%
2014-11-07,"1,437.00","1,437.00","1,437.00","1,437.00",,0.07%
2014-11-06,"1,436.00","1,436.00","1,436.00","1,436.00",,-1.91%
2014-11-05,"1,464.00","1,464.00","1,464.00","1,464.00",,-1.35%
2014-11-04,"1,484.00","1,484.00","1,484.00","1,484.00",,1.92%
2014-11-03,"1,456.00","1,456.00","1,456.00","1,456.00",,1.96%
2014-10-31,"1,428.00","1,428.00","1,428.00","1,428.00",,0.28%
2014-10-30,"1,424.00","1,424.00","1,424.00","1,424.00",,-0.28%
2014-10-29,"1,428.00","1,428.00","1,428.00","1,428.00",,2.37%
2014-10-28,"1,395.00","1,395.00","1,395.00","1,395.00",,8.56%
2014-10-27,"1,285.00","1,285.00","1,285.00","1,285.00",,7.80%
2014-10-24,"1,192.00","1,192.00","1,192.00","1,192.00",,3.20%
2014-10-23,"1,155.00","1,155.00","1,155.00","1,155.00",,1.67%
2014-10-22,"1,136.00","1,136.00","1,136.00","1,136.00",,4.22%
2014-10-21,"1,090.00","1,090.00","1,090.00","1,090.00",,12.02%
2014-10-20,973,973,973,973,,3.07%
2014-10-17,944,944,944,944,,1.51%
2014-10-16,930,930,930,930,,-0.53%
2014-10-15,935,935,935,935,,-1.37%
2014-10-14,948,948,948,948,,-0.63%
2014-10-13,954,954,954,954,,-0.93%
2014-10-10,963,963,963,963,,-1.13%
2014-10-09,974,974,974,974,,-1.72%
2014-10-08,991,991,991,991,,-2.36%
2014-10-07,"1,015.00","1,015.00","1,015.00","1,015.00",,-1.36%
2014-10-06,"1,029.00","1,029.00","1,029.00","1,029.00",,-0.77%
2014-10-03,"1,037.00","1,037.00","1,037.00","1,037.00",,-0.38%
2014-10-02,"1,041.00","1,041.00","1,041.00","1,041.00",,-1.33%
2014-10-01,"1,055.00","1,055.00","1,055.00","1,055.00",,-0.75%
2014-09-30,"1,063.00","1,063.00","1,063.00","1,063.00",,0.09%
2014-09-29,"1,062.00","1,062.00","1,062.00","1,062.00",,1.24%
2014-09-26,"1,049.00","1,049.00","1,049.00","1,049.00",,1.06%
2014-09-25,"1,038.00","1,038.00","1,038.00","1,038.00",,-1.70%
2014-09-24,"1,056.00","1,056.00","1,056.00","1,056.00",,-1.58%
2014-09-23,"1,073.00","1,073.00","1,073.00","1,073.00",,-0.37%
2014-09-22,"1,077.00","1,077.00","1,077.00","1,077.00",,0.19%
2014-09-19,"1,075.00","1,075.00","1,075.00","1,075.00",,-1.29%
2014-09-18,"1,089.00","1,089.00","1,089.00","1,089.00",,-3.11%
2014-09-17,"1,124.00","1,124.00","1,124.00","1,124.00",,-2.26%
2014-09-16,"1,150.00","1,150.00","1,150.00","1,150.00",,-1.96%
2014-09-15,"1,173.00","1,173.00","1,173.00","1,173.00",,-0.68%
2014-09-12,"1,181.00","1,181.00","1,181.00","1,181.00",,-0.42%
2014-09-11,"1,186.00","1,186.00","1,186.00","1,186.00",,-0.92%
2014-09-10,"1,197.00","1,197.00","1,197.00","1,197.00",,0.00%
2014-09-09,"1,197.00","1,197.00","1,197.00","1,197.00",,2.66%
2014-09-08,"1,166.00","1,166.00","1,166.00","1,166.00",,0.95%
2014-09-05,"1,155.00","1,155.00","1,155.00","1,155.00",,0.70%
2014-09-04,"1,147.00","1,147.00","1,147.00","1,147.00",,0.44%
2014-09-03,"1,142.00","1,142.00","1,142.00","1,142.00",,-0.61%
2014-09-02,"1,149.00","1,149.00","1,149.00","1,149.00",,-0.17%
2014-09-01,"1,151.00","1,151.00","1,151.00","1,151.00",,0.35%
2014-08-29,"1,147.00","1,147.00","1,147.00","1,147.00",,2.50%
2014-08-28,"1,119.00","1,119.00","1,119.00","1,119.00",,5.27%
2014-08-27,"1,063.00","1,063.00","1,063.00","1,063.00",,-0.65%
2014-08-26,"1,070.00","1,070.00","1,070.00","1,070.00",,-1.65%
2014-08-22,"1,088.00","1,088.00","1,088.00","1,088.00",,-0.73%
2014-08-21,"1,096.00","1,096.00","1,096.00","1,096.00",,3.30%
2014-08-20,"1,061.00","1,061.00","1,061.00","1,061.00",,2.02%
2014-08-19,"1,040.00","1,040.00","1,040.00","1,040.00",,-0.19%
2014-08-18,"1,042.00","1,042.00","1,042.00","1,042.00",,2.66%
2014-08-15,"1,015.00","1,015.00","1,015.00","1,015.00",,7.75%
2014-08-14,942,942,942,942,,8.15%
2014-08-13,871,871,871,871,,4.19%
2014-08-12,836,836,836,836,,5.56%
2014-08-11,792,792,792,792,,1.93%
2014-08-08,777,777,777,777,,1.57%
2014-08-07,765,765,765,765,,0.79%
2014-08-06,759,759,759,759,,0.53%
2014-08-05,755,755,755,755,,0.27%
2014-08-04,753,753,753,753,,0.27%
2014-08-01,751,751,751,751,,-0.53%
2014-07-31,755,755,755,755,,0.13%
2014-07-30,754,754,754,754,,0.94%
2014-07-29,747,747,747,747,,0.54%
2014-07-28,743,743,743,743,,0.54%
2014-07-25,739,739,739,739,,0.96%
2014-07-24,732,732,732,732,,0.69%
2014-07-23,727,727,727,727,,0.55%
2014-07-22,723,723,723,723,,-0.14%
2014-07-21,724,724,724,724,,-1.09%
2014-07-18,732,732,732,732,,-0.81%
2014-07-17,738,738,738,738,,-2.25%
2014-07-16,755,755,755,755,,-3.45%
2014-07-15,782,782,782,782,,-2.01%
2014-07-14,798,798,798,798,,-1.97%
2014-07-11,814,814,814,814,,-2.63%
2014-07-10,836,836,836,836,,-3.13%
2014-07-09,863,863,863,863,,-2.04%
2014-07-08,881,881,881,881,,-0.79%
2014-07-07,888,888,888,888,,-0.56%
2014-07-04,893,893,893,893,,0.34%
2014-07-03,890,890,890,890,,0.00%
2014-07-02,890,890,890,890,,-0.45%
2014-07-01,894,894,894,894,,5.18%
2014-06-30,850,850,850,850,,2.29%
2014-06-27,831,831,831,831,,0.85%
2014-06-26,824,824,824,824,,-2.60%
2014-06-25,846,846,846,846,,-2.42%
2014-06-24,867,867,867,867,,-2.14%
2014-06-23,886,886,886,886,,-1.99%
2014-06-20,904,904,904,904,,0.22%
2014-06-19,902,902,902,902,,4.04%
2014-06-18,867,867,867,867,,1.05%
2014-06-17,858,858,858,858,,-2.50%
2014-06-16,880,880,880,880,,-2.87%
2014-06-13,906,906,906,906,,-3.51%
2014-06-12,939,939,939,939,,-3.49%
2014-06-11,973,973,973,973,,-3.09%
2014-06-10,"1,004.00","1,004.00","1,004.00","1,004.00",,0.50%
2014-06-09,999,999,999,999,,1.01%
2014-06-06,989,989,989,989,,1.23%
2014-06-05,977,977,977,977,,1.88%
2014-06-04,959,959,959,959,,1.16%
2014-06-03,948,948,948,948,,1.50%
2014-06-02,934,934,934,934,,0.00%
2014-05-30,934,934,934,934,,-0.64%
2014-05-29,940,940,940,940,,-1.47%
2014-05-28,954,954,954,954,,-1.95%
2014-05-27,973,973,973,973,,0.93%
2014-05-23,964,964,964,964,,-0.21%
2014-05-22,966,966,966,966,,-2.23%
2014-05-21,988,988,988,988,,-2.18%
2014-05-20,"1,010.00","1,010.00","1,010.00","1,010.00",,-1.17%
2014-05-19,"1,022.00","1,022.00","1,022.00","1,022.00",,-0.49%
2014-05-16,"1,027.00","1,027.00","1,027.00","1,027.00",,0.59%
2014-05-15,"1,021.00","1,021.00","1,021.00","1,021.00",,1.90%
2014-05-14,"1,002.00","1,002.00","1,002.00","1,002.00",,2.04%
2014-05-13,982,982,982,982,,-0.51%
2014-05-12,987,987,987,987,,-1.00%
2014-05-09,997,997,997,997,,-1.09%
2014-05-08,"1,008.00","1,008.00","1,008.00","1,008.00",,-1.37%
2014-05-07,"1,022.00","1,022.00","1,022.00","1,022.00",,0.00%
2014-05-06,"1,022.00","1,022.00","1,022.00","1,022.00",,0.49%
2014-05-05,"1,017.00","1,017.00","1,017.00","1,017.00",,0.00%
2014-05-02,"1,017.00","1,017.00","1,017.00","1,017.00",,2.42%
2014-05-01,993,943,993,943,,5.30%
2014-04-30,943,943,943,943,,-0.63%
2014-04-29,949,949,949,949,,-1.25%
2014-04-28,961,961,961,961,,-0.62%
2014-04-25,967,967,967,967,,0.52%
2014-04-24,962,962,962,962,,0.63%
2014-04-23,956,956,956,956,,1.81%
2014-04-22,939,939,939,939,,0.97%
2014-04-17,930,930,930,930,,-0.64%
2014-04-16,936,936,936,936,,-3.51%
2014-04-15,970,970,970,970,,-1.92%
2014-04-14,989,989,989,989,,-1.30%
2014-04-11,"1,002.00","1,002.00","1,002.00","1,002.00",,-2.62%
2014-04-10,"1,029.00","1,029.00","1,029.00","1,029.00",,-3.02%
2014-04-09,"1,061.00","1,061.00","1,061.00","1,061.00",,-3.37%
2014-04-08,"1,098.00","1,098.00","1,098.00","1,098.00",,-7.42%
2014-04-07,"1,186.00","1,186.00","1,186.00","1,186.00",,-1.58%
2014-04-04,"1,205.00","1,205.00","1,205.00","1,205.00",,-2.43%
2014-04-03,"1,235.00","1,235.00","1,235.00","1,235.00",,-2.99%
2014-04-02,"1,273.00","1,273.00","1,273.00","1,273.00",,-3.27%
2014-04-01,"1,316.00","1,316.00","1,316.00","1,316.00",,-3.38%
2014-03-31,"1,362.00","1,362.00","1,362.00","1,362.00",,-0.80%
2014-03-28,"1,373.00","1,373.00","1,373.00","1,373.00",,-2.76%
2014-03-27,"1,412.00","1,412.00","1,412.00","1,412.00",,-5.61%
2014-03-26,"1,496.00","1,496.00","1,496.00","1,496.00",,-5.20%
2014-03-25,"1,578.00","1,578.00","1,578.00","1,578.00",,-1.50%
2014-03-24,"1,602.00","1,602.00","1,602.00","1,602.00",,0.19%
2014-03-21,"1,599.00","1,599.00","1,599.00","1,599.00",,-1.36%
2014-03-20,"1,621.00","1,621.00","1,621.00","1,621.00",,3.25%
2014-03-19,"1,570.00","1,570.00","1,570.00","1,570.00",,3.43%
2014-03-18,"1,518.00","1,518.00","1,518.00","1,518.00",,2.50%
2014-03-17,"1,481.00","1,481.00","1,481.00","1,481.00",,0.27%
2014-03-14,"1,477.00","1,477.00","1,477.00","1,477.00",,0.61%
2014-03-13,"1,468.00","1,468.00","1,468.00","1,468.00",,1.03%
2014-03-12,"1,453.00","1,453.00","1,453.00","1,453.00",,-8.04%
2014-03-11,"1,580.00","1,580.00","1,580.00","1,580.00",,1.15%
2014-03-10,"1,562.00","1,562.00","1,562.00","1,562.00",,1.23%
2014-03-07,"1,543.00","1,543.00","1,543.00","1,543.00",,4.26%
2014-03-06,"1,480.00","1,480.00","1,480.00","1,480.00",,6.40%
2014-03-05,"1,391.00","1,391.00","1,391.00","1,391.00",,4.98%
2014-03-04,"1,325.00","1,325.00","1,325.00","1,325.00",,3.84%
2014-03-03,"1,276.00","1,276.00","1,276.00","1,276.00",,1.43%
2014-02-28,"1,258.00","1,258.00","1,258.00","1,258.00",,0.64%
2014-02-27,"1,250.00","1,250.00","1,250.00","1,250.00",,2.29%
2014-02-26,"1,222.00","1,222.00","1,222.00","1,222.00",,2.09%
2014-02-25,"1,197.00","1,197.00","1,197.00","1,197.00",,1.96%
2014-02-24,"1,174.00","1,174.00","1,174.00","1,174.00",,-0.09%
2014-02-21,"1,175.00","1,175.00","1,175.00","1,175.00",,0.95%
2014-02-20,"1,164.00","1,164.00","1,164.00","1,164.00",,0.34%
2014-02-19,"1,160.00","1,160.00","1,160.00","1,160.00",,1.22%
2014-02-18,"1,146.00","1,146.00","1,146.00","1,146.00",,1.42%
2014-02-17,"1,130.00","1,130.00","1,130.00","1,130.00",,2.17%
2014-02-14,"1,106.00","1,106.00","1,106.00","1,106.00",,0.82%
2014-02-13,"1,097.00","1,097.00","1,097.00","1,097.00",,1.11%
2014-02-12,"1,085.00","1,085.00","1,085.00","1,085.00",,-0.55%
2014-02-11,"1,091.00","1,091.00","1,091.00","1,091.00",,-0.46%
2014-02-10,"1,096.00","1,096.00","1,096.00","1,096.00",,0.46%
2014-02-07,"1,091.00","1,091.00","1,091.00","1,091.00",,-0.09%
2014-02-06,"1,092.00","1,092.00","1,092.00","1,092.00",,0.55%
2014-02-05,"1,086.00","1,086.00","1,086.00","1,086.00",,0.18%
2014-02-04,"1,084.00","1,084.00","1,084.00","1,084.00",,-0.82%
2014-02-03,"1,093.00","1,093.00","1,093.00","1,093.00",,-1.53%
2014-01-31,"1,110.00","1,110.00","1,110.00","1,110.00",,-1.51%
2014-01-30,"1,127.00","1,127.00","1,127.00","1,127.00",,-1.83%
2014-01-29,"1,148.00","1,148.00","1,148.00","1,148.00",,-2.46%
2014-01-28,"1,177.00","1,177.00","1,177.00","1,177.00",,-3.29%
2014-01-27,"1,217.00","1,217.00","1,217.00","1,217.00",,-2.33%
2014-01-24,"1,246.00","1,246.00","1,246.00","1,246.00",,-1.97%
2014-01-23,"1,271.00","1,271.00","1,271.00","1,271.00",,-3.86%
2014-01-22,"1,322.00","1,322.00","1,322.00","1,322.00",,-3.43%
2014-01-21,"1,369.00","1,369.00","1,369.00","1,369.00",,-4.13%
2014-01-20,"1,428.00","1,428.00","1,428.00","1,428.00",,0.49%
2014-01-17,"1,421.00","1,421.00","1,421.00","1,421.00",,1.65%
2014-01-16,"1,398.00","1,398.00","1,398.00","1,398.00",,1.75%
2014-01-15,"1,374.00","1,374.00","1,374.00","1,374.00",,0.29%
2014-01-14,"1,370.00","1,370.00","1,370.00","1,370.00",,-1.79%
2014-01-13,"1,395.00","1,395.00","1,395.00","1,395.00",,-7.74%
2014-01-10,"1,512.00","1,512.00","1,512.00","1,512.00",,-11.37%
2014-01-09,"1,706.00","1,706.00","1,706.00","1,706.00",,-6.57%
2014-01-08,"1,826.00","1,826.00","1,826.00","1,826.00",,-2.67%
2014-01-07,"1,876.00","1,876.00","1,876.00","1,876.00",,-3.84%
2014-01-06,"1,951.00","1,951.00","1,951.00","1,951.00",,-4.17%
2014-01-03,"2,036.00","2,036.00","2,036.00","2,036.00",,-3.64%
2014-01-02,"2,113.00","2,113.00","2,113.00","2,113.00",,-7.20%
2013-12-24,"2,277.00","2,277.00","2,277.00","2,277.00",,1.34%
2013-12-23,"2,247.00","2,247.00","2,247.00","2,247.00",,1.77%
2013-12-20,"2,208.00","2,208.00","2,208.00","2,208.00",,3.47%
2013-12-19,"2,134.00","2,134.00","2,134.00","2,134.00",,-1.02%
2013-12-18,"2,156.00","2,156.00","2,156.00","2,156.00",,-3.10%
2013-12-17,"2,225.00","2,225.00","2,225.00","2,225.00",,-2.92%
2013-12-16,"2,292.00","2,292.00","2,292.00","2,292.00",,-1.63%
2013-12-13,"2,330.00","2,330.00","2,330.00","2,330.00",,-0.30%
2013-12-12,"2,337.00","2,337.00","2,337.00","2,337.00",,1.65%
2013-12-11,"2,299.00","2,299.00","2,299.00","2,299.00",,2.77%
2013-12-10,"2,237.00","2,237.00","2,237.00","2,237.00",,2.47%
2013-12-09,"2,183.00","2,183.00","2,183.00","2,183.00",,0.32%
2013-12-06,"2,176.00","2,176.00","2,176.00","2,176.00",,1.45%
2013-12-05,"2,145.00","2,145.00","2,145.00","2,145.00",,7.57%
2013-12-04,"1,994.00","1,994.00","1,994.00","1,994.00",,3.75%
2013-12-03,"1,922.00","1,922.00","1,922.00","1,922.00",,3.06%
2013-12-02,"1,865.00","1,865.00","1,865.00","1,865.00",,2.42%
2013-11-29,"1,821.00","1,821.00","1,821.00","1,821.00",,5.93%
2013-11-28,"1,719.00","1,719.00","1,719.00","1,719.00",,9.28%
2013-11-27,"1,573.00","1,573.00","1,573.00","1,573.00",,4.03%
2013-11-26,"1,512.00","1,512.00","1,512.00","1,512.00",,1.34%
2013-11-25,"1,492.00","1,492.00","1,492.00","1,492.00",,0.61%
2013-11-22,"1,483.00","1,483.00","1,483.00","1,483.00",,-1.07%
2013-11-21,"1,499.00","1,499.00","1,499.00","1,499.00",,-1.83%
2013-11-20,"1,527.00","1,527.00","1,527.00","1,527.00",,2.14%
2013-11-19,"1,495.00","1,495.00","1,495.00","1,495.00",,-0.33%
2013-11-18,"1,500.00","1,500.00","1,500.00","1,500.00",,-0.46%
2013-11-15,"1,507.00","1,507.00","1,507.00","1,507.00",,-0.66%
2013-11-14,"1,517.00","1,517.00","1,517.00","1,517.00",,-0.91%
2013-11-13,"1,531.00","1,531.00","1,531.00","1,531.00",,-0.78%
2013-11-12,"1,543.00","1,543.00","1,543.00","1,543.00",,-1.34%
2013-11-11,"1,564.00","1,564.00","1,564.00","1,564.00",,-1.08%
2013-11-08,"1,581.00","1,581.00","1,581.00","1,581.00",,-0.75%
2013-11-07,"1,593.00","1,593.00","1,593.00","1,593.00",,-0.56%
2013-11-06,"1,602.00","1,602.00","1,602.00","1,602.00",,0.13%
2013-11-05,"1,600.00","1,600.00","1,600.00","1,600.00",,3.09%
2013-11-04,"1,552.00","1,552.00","1,552.00","1,552.00",,1.77%
2013-11-01,"1,525.00","1,525.00","1,525.00","1,525.00",,1.40%
2013-10-31,"1,504.00","1,504.00","1,504.00","1,504.00",,1.35%
2013-10-30,"1,484.00","1,484.00","1,484.00","1,484.00",,-4.32%
2013-10-29,"1,551.00","1,551.00","1,551.00","1,551.00",,-4.20%
2013-10-28,"1,619.00","1,619.00","1,619.00","1,619.00",,-3.11%
2013-10-25,"1,671.00","1,671.00","1,671.00","1,671.00",,-2.17%
2013-10-24,"1,708.00","1,708.00","1,708.00","1,708.00",,-4.37%
2013-10-23,"1,786.00","1,786.00","1,786.00","1,786.00",,-3.30%
2013-10-22,"1,847.00","1,847.00","1,847.00","1,847.00",,-1.65%
2013-10-21,"1,878.00","1,878.00","1,878.00","1,878.00",,-1.21%
